"Index Num","Country of Origin","Country of Origin-ISO2","Monthly Asylum Data",Year,Month,Age,Sex,"Country of Asylum"
2538,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Total,Cyprus
2539,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Total,Cyprus
2540,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Total,Czechia
2541,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Total,Czechia
2542,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Total,Czechia
2543,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Total,Czechia
2544,Afghanistan,AF,95,2019,09,"From 14 to 17 years",Total,"Germany (until 1990 former territory of the FRG)"
2545,Afghanistan,AF,75,2019,10,"From 14 to 17 years",Total,"Germany (until 1990 former territory of the FRG)"
2546,Afghanistan,AF,90,2019,11,"From 14 to 17 years",Total,"Germany (until 1990 former territory of the FRG)"
2547,Afghanistan,AF,55,2019,12,"From 14 to 17 years",Total,"Germany (until 1990 former territory of the FRG)"
2548,Afghanistan,AF,5,2019,09,"From 14 to 17 years",Total,Denmark
2549,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Total,Denmark
2550,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Total,Denmark
2551,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Total,Denmark
2552,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Total,Estonia
2553,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Total,Estonia
2554,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Total,Estonia
2555,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Total,Estonia
2556,Afghanistan,AF,280,2019,09,"From 14 to 17 years",Total,Greece
2557,Afghanistan,AF,355,2019,10,"From 14 to 17 years",Total,Greece
2558,Afghanistan,AF,445,2019,11,"From 14 to 17 years",Total,Greece
2559,Afghanistan,AF,535,2019,12,"From 14 to 17 years",Total,Greece
2560,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Total,Spain
2561,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Total,Spain
2562,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Total,Spain
2563,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Total,Spain
2564,Afghanistan,AF,715,2019,09,"From 14 to 17 years",Total,"European Union - 27 countries (from 2020)"
2565,Afghanistan,AF,705,2019,10,"From 14 to 17 years",Total,"European Union - 27 countries (from 2020)"
2566,Afghanistan,AF,760,2019,11,"From 14 to 17 years",Total,"European Union - 27 countries (from 2020)"
2567,Afghanistan,AF,805,2019,12,"From 14 to 17 years",Total,"European Union - 27 countries (from 2020)"
2568,Afghanistan,AF,775,2019,09,"From 14 to 17 years",Total,"European Union - 28 countries (2013-2020)"
2569,Afghanistan,AF,760,2019,10,"From 14 to 17 years",Total,"European Union - 28 countries (2013-2020)"
2570,Afghanistan,AF,815,2019,11,"From 14 to 17 years",Total,"European Union - 28 countries (2013-2020)"
2571,Afghanistan,AF,840,2019,12,"From 14 to 17 years",Total,"European Union - 28 countries (2013-2020)"
2572,Afghanistan,AF,5,2019,09,"From 14 to 17 years",Total,Finland
2573,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Total,Finland
2574,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Total,Finland
2575,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Total,Finland
2576,Afghanistan,AF,20,2019,09,"From 14 to 17 years",Total,France
2577,Afghanistan,AF,20,2019,10,"From 14 to 17 years",Total,France
2578,Afghanistan,AF,20,2019,11,"From 14 to 17 years",Total,France
2579,Afghanistan,AF,40,2019,12,"From 14 to 17 years",Total,France
2580,Afghanistan,AF,5,2019,09,"From 14 to 17 years",Total,Croatia
2581,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Total,Croatia
2582,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Total,Croatia
2583,Afghanistan,AF,5,2019,12,"From 14 to 17 years",Total,Croatia
2584,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Total,Hungary
2585,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Total,Hungary
2586,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Total,Hungary
2587,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Total,Hungary
2588,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Total,Ireland
2589,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Total,Ireland
2590,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Total,Ireland
2591,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Total,Ireland
2592,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Total,Iceland
2593,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Total,Iceland
2594,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Total,Iceland
2595,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Total,Iceland
2596,Afghanistan,AF,5,2019,09,"From 14 to 17 years",Total,Italy
2597,Afghanistan,AF,5,2019,10,"From 14 to 17 years",Total,Italy
2598,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Total,Italy
2599,Afghanistan,AF,5,2019,12,"From 14 to 17 years",Total,Italy
2600,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Total,Liechtenstein
2601,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Total,Liechtenstein
2602,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Total,Liechtenstein
2603,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Total,Liechtenstein
2604,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Total,Lithuania
2605,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Total,Lithuania
2606,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Total,Lithuania
2607,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Total,Lithuania
2608,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Total,Luxembourg
2609,Afghanistan,AF,5,2019,10,"From 14 to 17 years",Total,Luxembourg
2610,Afghanistan,AF,5,2019,11,"From 14 to 17 years",Total,Luxembourg
2611,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Total,Luxembourg
2612,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Total,Latvia
2613,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Total,Latvia
2614,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Total,Latvia
2615,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Total,Latvia
2616,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Total,Malta
2617,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Total,Malta
2618,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Total,Malta
2619,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Total,Malta
2620,Afghanistan,AF,10,2019,09,"From 14 to 17 years",Total,Netherlands
2621,Afghanistan,AF,10,2019,10,"From 14 to 17 years",Total,Netherlands
2622,Afghanistan,AF,5,2019,11,"From 14 to 17 years",Total,Netherlands
2623,Afghanistan,AF,10,2019,12,"From 14 to 17 years",Total,Netherlands
2624,Afghanistan,AF,5,2019,09,"From 14 to 17 years",Total,Norway
2625,Afghanistan,AF,5,2019,10,"From 14 to 17 years",Total,Norway
2626,Afghanistan,AF,5,2019,11,"From 14 to 17 years",Total,Norway
2627,Afghanistan,AF,5,2019,12,"From 14 to 17 years",Total,Norway
2628,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Total,Poland
2629,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Total,Poland
2630,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Total,Poland
2631,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Total,Poland
2632,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Total,Portugal
2633,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Total,Portugal
2634,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Total,Portugal
2635,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Total,Portugal
2636,Afghanistan,AF,5,2019,09,"From 14 to 17 years",Total,Romania
2637,Afghanistan,AF,5,2019,10,"From 14 to 17 years",Total,Romania
2638,Afghanistan,AF,5,2019,11,"From 14 to 17 years",Total,Romania
2639,Afghanistan,AF,5,2019,12,"From 14 to 17 years",Total,Romania
2640,Afghanistan,AF,25,2019,09,"From 14 to 17 years",Total,Sweden
2641,Afghanistan,AF,5,2019,10,"From 14 to 17 years",Total,Sweden
2642,Afghanistan,AF,5,2019,11,"From 14 to 17 years",Total,Sweden
2643,Afghanistan,AF,5,2019,12,"From 14 to 17 years",Total,Sweden
2644,Afghanistan,AF,10,2019,09,"From 14 to 17 years",Total,Slovenia
2645,Afghanistan,AF,10,2019,10,"From 14 to 17 years",Total,Slovenia
2646,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Total,Slovenia
2647,Afghanistan,AF,5,2019,12,"From 14 to 17 years",Total,Slovenia
2648,Afghanistan,AF,0,2019,09,"From 14 to 17 years",Total,Slovakia
2649,Afghanistan,AF,0,2019,10,"From 14 to 17 years",Total,Slovakia
2650,Afghanistan,AF,0,2019,11,"From 14 to 17 years",Total,Slovakia
2651,Afghanistan,AF,0,2019,12,"From 14 to 17 years",Total,Slovakia
2652,Afghanistan,AF,815,2019,09,"From 14 to 17 years",Total,Total
2653,Afghanistan,AF,790,2019,10,"From 14 to 17 years",Total,Total
2654,Afghanistan,AF,850,2019,11,"From 14 to 17 years",Total,Total
2655,Afghanistan,AF,870,2019,12,"From 14 to 17 years",Total,Total
2656,Afghanistan,AF,60,2019,09,"From 14 to 17 years",Total,"United Kingdom"
2657,Afghanistan,AF,50,2019,10,"From 14 to 17 years",Total,"United Kingdom"
2658,Afghanistan,AF,60,2019,11,"From 14 to 17 years",Total,"United Kingdom"
2659,Afghanistan,AF,40,2019,12,"From 14 to 17 years",Total,"United Kingdom"
2660,Afghanistan,AF,75,2019,09,"From 18 to 34 years",Total,Austria
2661,Afghanistan,AF,65,2019,10,"From 18 to 34 years",Total,Austria
2662,Afghanistan,AF,45,2019,11,"From 18 to 34 years",Total,Austria
2663,Afghanistan,AF,55,2019,12,"From 18 to 34 years",Total,Austria
2664,Afghanistan,AF,90,2019,09,"From 18 to 34 years",Total,Belgium
2665,Afghanistan,AF,115,2019,10,"From 18 to 34 years",Total,Belgium
2666,Afghanistan,AF,100,2019,11,"From 18 to 34 years",Total,Belgium
2667,Afghanistan,AF,70,2019,12,"From 18 to 34 years",Total,Belgium
2668,Afghanistan,AF,70,2019,09,"From 18 to 34 years",Total,Bulgaria
2669,Afghanistan,AF,35,2019,10,"From 18 to 34 years",Total,Bulgaria
2670,Afghanistan,AF,5,2019,11,"From 18 to 34 years",Total,Bulgaria
2671,Afghanistan,AF,5,2019,12,"From 18 to 34 years",Total,Bulgaria
2672,Afghanistan,AF,60,2019,09,"From 18 to 34 years",Total,Switzerland
2673,Afghanistan,AF,55,2019,10,"From 18 to 34 years",Total,Switzerland
2674,Afghanistan,AF,45,2019,11,"From 18 to 34 years",Total,Switzerland
2675,Afghanistan,AF,35,2019,12,"From 18 to 34 years",Total,Switzerland
2676,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Total,Cyprus
2677,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Total,Cyprus
2678,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Total,Cyprus
2679,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Total,Cyprus
2680,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Total,Czechia
2681,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Total,Czechia
2682,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Total,Czechia
2683,Afghanistan,AF,5,2019,12,"From 18 to 34 years",Total,Czechia
2684,Afghanistan,AF,315,2019,09,"From 18 to 34 years",Total,"Germany (until 1990 former territory of the FRG)"
2685,Afghanistan,AF,310,2019,10,"From 18 to 34 years",Total,"Germany (until 1990 former territory of the FRG)"
2686,Afghanistan,AF,270,2019,11,"From 18 to 34 years",Total,"Germany (until 1990 former territory of the FRG)"
2687,Afghanistan,AF,235,2019,12,"From 18 to 34 years",Total,"Germany (until 1990 former territory of the FRG)"
2688,Afghanistan,AF,5,2019,09,"From 18 to 34 years",Total,Denmark
2689,Afghanistan,AF,5,2019,10,"From 18 to 34 years",Total,Denmark
2690,Afghanistan,AF,5,2019,11,"From 18 to 34 years",Total,Denmark
2691,Afghanistan,AF,5,2019,12,"From 18 to 34 years",Total,Denmark
2692,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Total,Estonia
2693,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Total,Estonia
2694,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Total,Estonia
2695,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Total,Estonia
2696,Afghanistan,AF,985,2019,09,"From 18 to 34 years",Total,Greece
2697,Afghanistan,AF,1650,2019,10,"From 18 to 34 years",Total,Greece
2698,Afghanistan,AF,1745,2019,11,"From 18 to 34 years",Total,Greece
2699,Afghanistan,AF,1235,2019,12,"From 18 to 34 years",Total,Greece
2700,Afghanistan,AF,5,2019,09,"From 18 to 34 years",Total,Spain
2701,Afghanistan,AF,10,2019,10,"From 18 to 34 years",Total,Spain
2702,Afghanistan,AF,5,2019,11,"From 18 to 34 years",Total,Spain
2703,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Total,Spain
2704,Afghanistan,AF,2295,2019,09,"From 18 to 34 years",Total,"European Union - 27 countries (from 2020)"
2705,Afghanistan,AF,3145,2019,10,"From 18 to 34 years",Total,"European Union - 27 countries (from 2020)"
2706,Afghanistan,AF,3005,2019,11,"From 18 to 34 years",Total,"European Union - 27 countries (from 2020)"
2707,Afghanistan,AF,2570,2019,12,"From 18 to 34 years",Total,"European Union - 27 countries (from 2020)"
2708,Afghanistan,AF,2380,2019,09,"From 18 to 34 years",Total,"European Union - 28 countries (2013-2020)"
2709,Afghanistan,AF,3220,2019,10,"From 18 to 34 years",Total,"European Union - 28 countries (2013-2020)"
2710,Afghanistan,AF,3075,2019,11,"From 18 to 34 years",Total,"European Union - 28 countries (2013-2020)"
2711,Afghanistan,AF,2640,2019,12,"From 18 to 34 years",Total,"European Union - 28 countries (2013-2020)"
2712,Afghanistan,AF,5,2019,09,"From 18 to 34 years",Total,Finland
2713,Afghanistan,AF,5,2019,10,"From 18 to 34 years",Total,Finland
2714,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Total,Finland
2715,Afghanistan,AF,5,2019,12,"From 18 to 34 years",Total,Finland
2716,Afghanistan,AF,590,2019,09,"From 18 to 34 years",Total,France
2717,Afghanistan,AF,760,2019,10,"From 18 to 34 years",Total,France
2718,Afghanistan,AF,655,2019,11,"From 18 to 34 years",Total,France
2719,Afghanistan,AF,765,2019,12,"From 18 to 34 years",Total,France
2720,Afghanistan,AF,10,2019,09,"From 18 to 34 years",Total,Croatia
2721,Afghanistan,AF,15,2019,10,"From 18 to 34 years",Total,Croatia
2722,Afghanistan,AF,30,2019,11,"From 18 to 34 years",Total,Croatia
2723,Afghanistan,AF,20,2019,12,"From 18 to 34 years",Total,Croatia
2724,Afghanistan,AF,5,2019,09,"From 18 to 34 years",Total,Hungary
2725,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Total,Hungary
2726,Afghanistan,AF,5,2019,11,"From 18 to 34 years",Total,Hungary
2727,Afghanistan,AF,5,2019,12,"From 18 to 34 years",Total,Hungary
2728,Afghanistan,AF,10,2019,09,"From 18 to 34 years",Total,Ireland
2729,Afghanistan,AF,5,2019,10,"From 18 to 34 years",Total,Ireland
2730,Afghanistan,AF,5,2019,11,"From 18 to 34 years",Total,Ireland
2731,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Total,Ireland
2732,Afghanistan,AF,5,2019,09,"From 18 to 34 years",Total,Iceland
2733,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Total,Iceland
2734,Afghanistan,AF,5,2019,11,"From 18 to 34 years",Total,Iceland
2735,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Total,Iceland
2736,Afghanistan,AF,45,2019,09,"From 18 to 34 years",Total,Italy
2737,Afghanistan,AF,70,2019,10,"From 18 to 34 years",Total,Italy
2738,Afghanistan,AF,50,2019,11,"From 18 to 34 years",Total,Italy
2739,Afghanistan,AF,50,2019,12,"From 18 to 34 years",Total,Italy
2740,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Total,Liechtenstein
2741,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Total,Liechtenstein
2742,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Total,Liechtenstein
2743,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Total,Liechtenstein
2744,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Total,Lithuania
2745,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Total,Lithuania
2746,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Total,Lithuania
2747,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Total,Lithuania
2748,Afghanistan,AF,5,2019,09,"From 18 to 34 years",Total,Luxembourg
2749,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Total,Luxembourg
2750,Afghanistan,AF,10,2019,11,"From 18 to 34 years",Total,Luxembourg
2751,Afghanistan,AF,5,2019,12,"From 18 to 34 years",Total,Luxembourg
2752,Afghanistan,AF,5,2019,09,"From 18 to 34 years",Total,Latvia
2753,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Total,Latvia
2754,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Total,Latvia
2755,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Total,Latvia
2756,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Total,Malta
2757,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Total,Malta
2758,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Total,Malta
2759,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Total,Malta
2760,Afghanistan,AF,20,2019,09,"From 18 to 34 years",Total,Netherlands
2761,Afghanistan,AF,25,2019,10,"From 18 to 34 years",Total,Netherlands
2762,Afghanistan,AF,20,2019,11,"From 18 to 34 years",Total,Netherlands
2763,Afghanistan,AF,25,2019,12,"From 18 to 34 years",Total,Netherlands
2764,Afghanistan,AF,5,2019,09,"From 18 to 34 years",Total,Norway
2765,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Total,Norway
2766,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Total,Norway
2767,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Total,Norway
2768,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Total,Poland
2769,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Total,Poland
2770,Afghanistan,AF,5,2019,11,"From 18 to 34 years",Total,Poland
2771,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Total,Poland
2772,Afghanistan,AF,0,2019,09,"From 18 to 34 years",Total,Portugal
2773,Afghanistan,AF,0,2019,10,"From 18 to 34 years",Total,Portugal
2774,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Total,Portugal
2775,Afghanistan,AF,0,2019,12,"From 18 to 34 years",Total,Portugal
2776,Afghanistan,AF,5,2019,09,"From 18 to 34 years",Total,Romania
2777,Afghanistan,AF,10,2019,10,"From 18 to 34 years",Total,Romania
2778,Afghanistan,AF,20,2019,11,"From 18 to 34 years",Total,Romania
2779,Afghanistan,AF,15,2019,12,"From 18 to 34 years",Total,Romania
2780,Afghanistan,AF,25,2019,09,"From 18 to 34 years",Total,Sweden
2781,Afghanistan,AF,25,2019,10,"From 18 to 34 years",Total,Sweden
2782,Afghanistan,AF,15,2019,11,"From 18 to 34 years",Total,Sweden
2783,Afghanistan,AF,30,2019,12,"From 18 to 34 years",Total,Sweden
2784,Afghanistan,AF,10,2019,09,"From 18 to 34 years",Total,Slovenia
2785,Afghanistan,AF,25,2019,10,"From 18 to 34 years",Total,Slovenia
2786,Afghanistan,AF,10,2019,11,"From 18 to 34 years",Total,Slovenia
2787,Afghanistan,AF,15,2019,12,"From 18 to 34 years",Total,Slovenia
2788,Afghanistan,AF,10,2019,09,"From 18 to 34 years",Total,Slovakia
2789,Afghanistan,AF,10,2019,10,"From 18 to 34 years",Total,Slovakia
2790,Afghanistan,AF,0,2019,11,"From 18 to 34 years",Total,Slovakia
2791,Afghanistan,AF,10,2019,12,"From 18 to 34 years",Total,Slovakia
2792,Afghanistan,AF,2455,2019,09,"From 18 to 34 years",Total,Total
2793,Afghanistan,AF,3290,2019,10,"From 18 to 34 years",Total,Total
2794,Afghanistan,AF,3155,2019,11,"From 18 to 34 years",Total,Total
2795,Afghanistan,AF,2685,2019,12,"From 18 to 34 years",Total,Total
2796,Afghanistan,AF,85,2019,09,"From 18 to 34 years",Total,"United Kingdom"
2797,Afghanistan,AF,75,2019,10,"From 18 to 34 years",Total,"United Kingdom"
2798,Afghanistan,AF,70,2019,11,"From 18 to 34 years",Total,"United Kingdom"
2799,Afghanistan,AF,70,2019,12,"From 18 to 34 years",Total,"United Kingdom"
2800,Afghanistan,AF,15,2019,09,"From 35 to 64 years",Total,Austria
2801,Afghanistan,AF,15,2019,10,"From 35 to 64 years",Total,Austria
2802,Afghanistan,AF,10,2019,11,"From 35 to 64 years",Total,Austria
2803,Afghanistan,AF,10,2019,12,"From 35 to 64 years",Total,Austria
2804,Afghanistan,AF,5,2019,09,"From 35 to 64 years",Total,Belgium
2805,Afghanistan,AF,10,2019,10,"From 35 to 64 years",Total,Belgium
2806,Afghanistan,AF,20,2019,11,"From 35 to 64 years",Total,Belgium
2807,Afghanistan,AF,5,2019,12,"From 35 to 64 years",Total,Belgium
2808,Afghanistan,AF,5,2019,09,"From 35 to 64 years",Total,Bulgaria
2809,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Total,Bulgaria
2810,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Total,Bulgaria
2811,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Total,Bulgaria
2812,Afghanistan,AF,15,2019,09,"From 35 to 64 years",Total,Switzerland
2813,Afghanistan,AF,10,2019,10,"From 35 to 64 years",Total,Switzerland
2814,Afghanistan,AF,20,2019,11,"From 35 to 64 years",Total,Switzerland
2815,Afghanistan,AF,10,2019,12,"From 35 to 64 years",Total,Switzerland
2816,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Total,Cyprus
2817,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Total,Cyprus
2818,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Total,Cyprus
2819,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Total,Cyprus
2820,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Total,Czechia
2821,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Total,Czechia
2822,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Total,Czechia
2823,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Total,Czechia
2824,Afghanistan,AF,120,2019,09,"From 35 to 64 years",Total,"Germany (until 1990 former territory of the FRG)"
2825,Afghanistan,AF,110,2019,10,"From 35 to 64 years",Total,"Germany (until 1990 former territory of the FRG)"
2826,Afghanistan,AF,80,2019,11,"From 35 to 64 years",Total,"Germany (until 1990 former territory of the FRG)"
2827,Afghanistan,AF,80,2019,12,"From 35 to 64 years",Total,"Germany (until 1990 former territory of the FRG)"
2828,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Total,Denmark
2829,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Total,Denmark
2830,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Total,Denmark
2831,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Total,Denmark
2832,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Total,Estonia
2833,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Total,Estonia
2834,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Total,Estonia
2835,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Total,Estonia
2836,Afghanistan,AF,285,2019,09,"From 35 to 64 years",Total,Greece
2837,Afghanistan,AF,500,2019,10,"From 35 to 64 years",Total,Greece
2838,Afghanistan,AF,560,2019,11,"From 35 to 64 years",Total,Greece
2839,Afghanistan,AF,495,2019,12,"From 35 to 64 years",Total,Greece
2840,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Total,Spain
2841,Afghanistan,AF,5,2019,10,"From 35 to 64 years",Total,Spain
2842,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Total,Spain
2843,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Total,Spain
2844,Afghanistan,AF,540,2019,09,"From 35 to 64 years",Total,"European Union - 27 countries (from 2020)"
2845,Afghanistan,AF,745,2019,10,"From 35 to 64 years",Total,"European Union - 27 countries (from 2020)"
2846,Afghanistan,AF,765,2019,11,"From 35 to 64 years",Total,"European Union - 27 countries (from 2020)"
2847,Afghanistan,AF,690,2019,12,"From 35 to 64 years",Total,"European Union - 27 countries (from 2020)"
2848,Afghanistan,AF,580,2019,09,"From 35 to 64 years",Total,"European Union - 28 countries (2013-2020)"
2849,Afghanistan,AF,775,2019,10,"From 35 to 64 years",Total,"European Union - 28 countries (2013-2020)"
2850,Afghanistan,AF,795,2019,11,"From 35 to 64 years",Total,"European Union - 28 countries (2013-2020)"
2851,Afghanistan,AF,710,2019,12,"From 35 to 64 years",Total,"European Union - 28 countries (2013-2020)"
2852,Afghanistan,AF,5,2019,09,"From 35 to 64 years",Total,Finland
2853,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Total,Finland
2854,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Total,Finland
2855,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Total,Finland
2856,Afghanistan,AF,70,2019,09,"From 35 to 64 years",Total,France
2857,Afghanistan,AF,65,2019,10,"From 35 to 64 years",Total,France
2858,Afghanistan,AF,65,2019,11,"From 35 to 64 years",Total,France
2859,Afghanistan,AF,65,2019,12,"From 35 to 64 years",Total,France
2860,Afghanistan,AF,5,2019,09,"From 35 to 64 years",Total,Croatia
2861,Afghanistan,AF,5,2019,10,"From 35 to 64 years",Total,Croatia
2862,Afghanistan,AF,5,2019,11,"From 35 to 64 years",Total,Croatia
2863,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Total,Croatia
2864,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Total,Hungary
2865,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Total,Hungary
2866,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Total,Hungary
2867,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Total,Hungary
2868,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Total,Ireland
2869,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Total,Ireland
2870,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Total,Ireland
2871,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Total,Ireland
2872,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Total,Iceland
2873,Afghanistan,AF,0,2019,10,"From 35 to 64 years",Total,Iceland
2874,Afghanistan,AF,0,2019,11,"From 35 to 64 years",Total,Iceland
2875,Afghanistan,AF,0,2019,12,"From 35 to 64 years",Total,Iceland
2876,Afghanistan,AF,5,2019,09,"From 35 to 64 years",Total,Italy
2877,Afghanistan,AF,10,2019,10,"From 35 to 64 years",Total,Italy
2878,Afghanistan,AF,5,2019,11,"From 35 to 64 years",Total,Italy
2879,Afghanistan,AF,5,2019,12,"From 35 to 64 years",Total,Italy
2880,Afghanistan,AF,0,2019,09,"From 35 to 64 years",Total,Liechtenstein
